compound,neg,neu,pos
0.8355,0.099,0.743,0.158
0.9871,0.043,0.664,0.294
0.8202,0.087,0.768,0.145
0.9933,0.038,0.64,0.323
0.9964,0.054,0.601,0.345
0.9839,0.062,0.667,0.271
0.9914,0.028,0.697,0.275
0.9947,0.069,0.624,0.307
0.9892,0.059,0.637,0.304
0.9139,0.071,0.692,0.237
0.9799,0.044,0.706,0.25
0.9967,0.019,0.623,0.358
0.9946,0.117,0.511,0.372
0.9922,0.039,0.615,0.346
0.9927,0.097,0.599,0.305
0.9818,0.028,0.71,0.262
0.9922,0.053,0.597,0.35
0.9839,0.051,0.714,0.235
0.9578,0.054,0.753,0.193
0.9601,0.045,0.753,0.201
0.9719,0.053,0.709,0.238
0.994,0.032,0.608,0.36
0.9957,0.022,0.622,0.356
0.9975,0.018,0.556,0.426
0.9928,0.067,0.548,0.385
0.9711,0.07,0.675,0.254
0.9601,0.046,0.751,0.203
0.9854,0.009,0.737,0.253
0.946,0.081,0.707,0.211
0.9694,0.07,0.717,0.213
0.9735,0.067,0.719,0.213
0.9656,0.092,0.716,0.192
0.9888,0.08,0.672,0.248
0.927,0.095,0.714,0.19
0.939,0.164,0.583,0.253
0.9872,0.031,0.718,0.251
0.9879,0.115,0.549,0.336
0.8126,0.085,0.743,0.172
0.9855,0.019,0.687,0.294
0.9928,0.019,0.627,0.354
0.99,0.0,0.682,0.318
0.991,0.066,0.691,0.243
0.9682,0.122,0.643,0.234
0.995,0.026,0.725,0.249
0.996,0.0,0.541,0.459
0.9727,0.1,0.611,0.289
0.9825,0.016,0.746,0.238
0.9917,0.043,0.663,0.294
0.9732,0.021,0.756,0.223
0.9949,0.046,0.599,0.355
0.9717,0.061,0.714,0.225
0.9933,0.101,0.596,0.303
0.9624,0.064,0.763,0.172
0.9871,0.015,0.692,0.294
0.9966,0.044,0.638,0.318
0.9834,0.076,0.596,0.328
0.9838,0.054,0.763,0.183
0.9954,0.0,0.68,0.32
0.9935,0.018,0.621,0.361
0.9907,0.087,0.673,0.239
0.9817,0.085,0.724,0.191
0.9905,0.042,0.645,0.313
0.998,0.0,0.519,0.481
0.9698,0.062,0.718,0.219
0.9854,0.051,0.669,0.279
0.9246,0.07,0.744,0.186
0.9834,0.019,0.74,0.241
0.9517,0.0,0.823,0.177
0.9732,0.019,0.856,0.124
0.9761,0.066,0.693,0.242
0.9965,0.0,0.663,0.337
0.9393,0.055,0.79,0.155
0.9961,0.0,0.547,0.453
0.9865,0.035,0.715,0.25
0.954,0.071,0.732,0.196
0.9313,0.03,0.805,0.166
0.9963,0.052,0.592,0.357
0.9955,0.012,0.642,0.345
0.9921,0.055,0.681,0.265
0.9716,0.059,0.764,0.177
0.9417,0.058,0.747,0.195
-0.1548,0.124,0.764,0.111
0.9953,0.019,0.661,0.321
0.9961,0.019,0.633,0.348
0.9772,0.06,0.709,0.231
0.9909,0.047,0.667,0.285
0.9957,0.016,0.549,0.435
0.9307,0.091,0.686,0.223
0.9927,0.0,0.597,0.403
0.9732,0.062,0.726,0.212
0.9936,0.031,0.581,0.388
0.968,0.017,0.787,0.196
0.9712,0.033,0.756,0.211
0.9753,0.079,0.678,0.242
0.9899,0.073,0.607,0.32
0.9892,0.014,0.689,0.297
0.9758,0.035,0.732,0.234
0.9968,0.026,0.637,0.337
0.9588,0.035,0.811,0.154
0.975,0.016,0.765,0.219
0.9859,0.061,0.615,0.324
0.8499,0.116,0.717,0.167
0.9913,0.102,0.604,0.295
0.9908,0.052,0.626,0.322
0.9771,0.043,0.674,0.283
0.986,0.09,0.66,0.25
-0.1109,0.07,0.856,0.074
0.9712,0.028,0.767,0.204
0.9944,0.033,0.645,0.321
0.9741,0.017,0.751,0.232
0.984,0.045,0.752,0.203
0.1421,0.162,0.688,0.15
0.9857,0.099,0.658,0.243
0.9681,0.057,0.726,0.217
0.9695,0.049,0.783,0.168
0.9902,0.035,0.588,0.378
0.9765,0.046,0.77,0.184
0.9797,0.045,0.722,0.233
0.9943,0.014,0.673,0.314
0.9854,0.103,0.599,0.299
0.9854,0.091,0.572,0.337
0.9841,0.04,0.674,0.286
0.9953,0.055,0.677,0.269
0.9688,0.048,0.734,0.218
0.9954,0.011,0.614,0.375
0.9978,0.009,0.6,0.391
0.9881,0.019,0.675,0.307
0.9862,0.011,0.743,0.246
0.9948,0.02,0.706,0.274
0.8591,0.129,0.665,0.206
0.9905,0.011,0.728,0.26
0.9771,0.075,0.649,0.275
0.9937,0.025,0.604,0.371
0.958,0.08,0.694,0.225
0.99,0.072,0.633,0.295
0.9917,0.03,0.694,0.276
0.875,0.14,0.624,0.236
0.9525,0.152,0.585,0.262
0.9859,0.026,0.725,0.249
0.9929,0.03,0.718,0.251
0.9785,0.087,0.628,0.285
0.9022,0.038,0.837,0.125
0.9887,0.048,0.697,0.254
0.9973,0.01,0.598,0.392
0.9118,0.032,0.835,0.133
0.9983,0.019,0.589,0.392
0.9705,0.05,0.749,0.202
0.9951,0.038,0.646,0.316
0.9966,0.009,0.606,0.385
0.9585,0.066,0.717,0.217
0.9865,0.064,0.656,0.28
0.9949,0.015,0.572,0.413
0.9702,0.057,0.726,0.217
0.9963,0.018,0.591,0.391
0.935,0.05,0.745,0.205
0.9427,0.08,0.703,0.217
0.9962,0.045,0.556,0.399
0.9905,0.044,0.7,0.256
0.9959,0.021,0.48,0.5
0.9831,0.052,0.656,0.292
0.9941,0.019,0.69,0.291
0.9826,0.023,0.736,0.241
0.984,0.029,0.685,0.286
0.9878,0.043,0.694,0.263
0.8591,0.015,0.885,0.1
0.9657,0.043,0.747,0.209
0.9958,0.038,0.575,0.387
0.9948,0.045,0.59,0.365
0.9705,0.134,0.581,0.286
0.9346,0.028,0.842,0.13
0.9665,0.087,0.658,0.254
0.996,0.064,0.617,0.32
0.6124,0.134,0.713,0.152
0.9909,0.0,0.667,0.333
0.9744,0.02,0.749,0.231
0.8074,0.079,0.803,0.118
0.9691,0.056,0.698,0.246
0.4404,0.109,0.754,0.137
0.9755,0.052,0.709,0.238
0.9826,0.045,0.701,0.254
0.9915,0.0,0.664,0.336
0.9933,0.015,0.685,0.3
0.9889,0.0,0.729,0.271
0.9722,0.119,0.639,0.242
0.9925,0.066,0.651,0.283
0.9971,0.06,0.606,0.334
0.9855,0.023,0.643,0.335
0.9981,0.007,0.512,0.481
0.8809,0.145,0.643,0.212
0.9794,0.102,0.641,0.257
0.9465,0.064,0.738,0.198
0.9273,0.131,0.648,0.221
0.9946,0.07,0.654,0.276
0.8248,0.079,0.8,0.122
0.9686,0.011,0.794,0.195
0.9943,0.02,0.633,0.347
0.9951,0.054,0.613,0.332
0.9745,0.058,0.741,0.201
0.9943,0.039,0.62,0.341
0.9709,0.064,0.716,0.22
0.7898,0.115,0.734,0.151
0.9872,0.036,0.738,0.226
0.9837,0.043,0.675,0.281
0.9862,0.025,0.715,0.26
0.9877,0.04,0.691,0.269
-0.3612,0.093,0.81,0.097
0.9924,0.043,0.686,0.271
0.9761,0.058,0.683,0.26
0.7402,0.103,0.765,0.133
0.9922,0.045,0.555,0.401
0.9963,0.034,0.598,0.368
0.977,0.099,0.615,0.285
0.9393,0.0,0.86,0.14
0.9927,0.036,0.598,0.367
0.8979,0.024,0.831,0.145
0.9657,0.035,0.737,0.228
0.9707,0.021,0.801,0.178
0.9963,0.026,0.569,0.405
0.9594,0.037,0.733,0.23
0.9925,0.033,0.632,0.336
0.9868,0.042,0.658,0.301
0.9922,0.063,0.557,0.38
0.9595,0.017,0.788,0.195
0.989,0.035,0.737,0.228
0.9876,0.0,0.736,0.264
0.9802,0.019,0.697,0.285
0.9902,0.011,0.65,0.339
0.9816,0.05,0.65,0.301
0.964,0.103,0.675,0.222
0.9657,0.078,0.691,0.231
0.9929,0.0,0.619,0.381
0.7473,0.147,0.665,0.188
0.9902,0.007,0.782,0.211
0.9638,0.066,0.692,0.242
0.9969,0.042,0.468,0.489
0.9783,0.027,0.754,0.219
0.9889,0.041,0.678,0.281
0.9756,0.14,0.598,0.262
0.9922,0.056,0.627,0.317
0.9972,0.0,0.538,0.462
0.9804,0.044,0.678,0.277
0.9967,0.012,0.582,0.406
0.8807,0.057,0.813,0.13
0.9826,0.051,0.701,0.248
0.985,0.011,0.716,0.273
0.9686,0.056,0.708,0.236
0.9846,0.041,0.641,0.319
0.9962,0.0,0.626,0.374
0.9835,0.044,0.665,0.291
0.9954,0.019,0.735,0.247
0.994,0.043,0.659,0.298
0.9794,0.059,0.72,0.221
0.9844,0.075,0.643,0.281
0.9694,0.0,0.782,0.218
0.9875,0.039,0.69,0.271
0.8191,0.095,0.749,0.156
0.9305,0.092,0.716,0.192
0.9848,0.093,0.674,0.233
0.9869,0.03,0.699,0.27
0.9647,0.117,0.69,0.193
0.9958,0.056,0.525,0.419
0.9882,0.021,0.671,0.308
0.9936,0.015,0.67,0.316
0.9925,0.0,0.686,0.314
0.9771,0.036,0.739,0.225
0.9866,0.077,0.61,0.313
0.9774,0.025,0.74,0.235
0.9349,0.104,0.676,0.22
0.9923,0.068,0.599,0.333
0.9956,0.015,0.613,0.373
0.9926,0.0,0.63,0.37
0.9944,0.02,0.711,0.269
0.9941,0.029,0.721,0.25
0.9961,0.059,0.526,0.415
0.9979,0.044,0.609,0.346
0.9732,0.071,0.75,0.179
0.9919,0.0,0.631,0.369
0.9859,0.063,0.643,0.294
0.9627,0.05,0.765,0.185
0.997,0.01,0.621,0.369
0.9769,0.009,0.799,0.192
0.9901,0.026,0.767,0.207
0.9944,0.067,0.545,0.388
0.9954,0.075,0.567,0.358
0.9959,0.015,0.582,0.402
0.9877,0.058,0.597,0.345
0.9738,0.057,0.722,0.221
0.9908,0.0,0.732,0.268
0.743,0.039,0.867,0.094
0.9944,0.051,0.686,0.264
0.9738,0.057,0.722,0.221
0.9783,0.062,0.686,0.252
0.9856,0.0,0.71,0.29
0.987,0.052,0.7,0.248
0.9949,0.015,0.613,0.372
0.992,0.044,0.685,0.271
0.6989,0.19,0.607,0.203
0.9327,0.102,0.7,0.199
0.9942,0.058,0.594,0.348
0.9837,0.088,0.615,0.297
0.9948,0.007,0.701,0.293
0.9936,0.0,0.611,0.389
0.9936,0.068,0.539,0.393
0.9905,0.065,0.604,0.331
0.9926,0.026,0.702,0.272
0.9927,0.03,0.712,0.258
0.989,0.082,0.593,0.325
0.9956,0.058,0.648,0.294
0.9634,0.074,0.675,0.25
0.9904,0.03,0.688,0.283
0.9712,0.022,0.774,0.204
0.9541,0.041,0.813,0.146
0.9713,0.043,0.785,0.172
0.9971,0.066,0.552,0.382
0.9948,0.006,0.805,0.189
0.98,0.024,0.767,0.209
0.9822,0.099,0.695,0.206
0.9931,0.064,0.607,0.329
0.9841,0.073,0.692,0.235
0.9962,0.0,0.629,0.371
0.9965,0.045,0.584,0.371
0.9899,0.075,0.63,0.295
0.9914,0.017,0.712,0.27
0.997,0.019,0.601,0.379
0.985,0.102,0.593,0.305
0.9567,0.073,0.712,0.215
0.9941,0.059,0.52,0.421
0.9864,0.029,0.715,0.256
0.9951,0.019,0.731,0.25
0.9791,0.023,0.697,0.28
0.9951,0.019,0.731,0.25
0.9876,0.062,0.617,0.321
0.9833,0.107,0.601,0.292
0.9964,0.026,0.575,0.4
0.9926,0.041,0.676,0.282
0.9788,0.0,0.751,0.249
0.3182,0.118,0.762,0.12
0.9902,0.044,0.645,0.311
0.9929,0.04,0.709,0.252
0.9961,0.042,0.591,0.367
0.6894,0.158,0.647,0.195
0.9937,0.024,0.686,0.29
0.9749,0.113,0.612,0.274
0.9153,0.049,0.809,0.142
0.9622,0.035,0.736,0.229
0.9966,0.0,0.513,0.487
0.9556,0.1,0.642,0.258
0.989,0.0,0.678,0.322
0.9704,0.067,0.735,0.197
0.9702,0.053,0.752,0.195
0.9432,0.079,0.72,0.201
0.9896,0.012,0.662,0.326
0.9673,0.15,0.548,0.302
0.9933,0.024,0.721,0.255
0.9936,0.041,0.699,0.26
0.991,0.049,0.601,0.351
0.9476,0.157,0.59,0.253
0.9934,0.037,0.628,0.335
0.9839,0.0,0.846,0.154
0.9915,0.044,0.712,0.243
0.9905,0.028,0.642,0.33
0.9434,0.05,0.777,0.174
0.9737,0.017,0.77,0.213
0.9879,0.115,0.549,0.336
0.9869,0.071,0.635,0.294
0.9702,0.024,0.738,0.237
0.979,0.047,0.726,0.227
0.9922,0.039,0.615,0.346
0.9948,0.022,0.662,0.316
0.9875,0.048,0.722,0.23
0.9828,0.052,0.66,0.288
0.7881,0.069,0.804,0.127
0.9819,0.035,0.713,0.252
0.7512,0.142,0.672,0.186
0.9922,0.032,0.577,0.391
0.984,0.059,0.662,0.278
0.9796,0.055,0.699,0.245
0.9866,0.036,0.638,0.326
0.9627,0.118,0.695,0.187
0.9879,0.115,0.549,0.336
0.994,0.051,0.695,0.254
0.9948,0.017,0.654,0.329
0.9761,0.024,0.712,0.264
0.7947,0.119,0.712,0.168
0.9918,0.028,0.589,0.383
0.9915,0.015,0.623,0.362
0.91,0.07,0.776,0.154
0.9812,0.04,0.736,0.224
0.9871,0.077,0.59,0.334
0.9948,0.0,0.702,0.298
0.9661,0.086,0.644,0.27
0.9823,0.033,0.717,0.25
0.9879,0.042,0.655,0.303
0.9878,0.131,0.478,0.391
0.9842,0.0,0.81,0.19
0.9725,0.074,0.68,0.245
0.996,0.018,0.669,0.313
0.9674,0.029,0.818,0.153
0.9742,0.042,0.728,0.229
0.9274,0.123,0.633,0.244
0.9869,0.082,0.685,0.233
0.9468,0.067,0.76,0.173
0.9814,0.033,0.721,0.246
0.9794,0.07,0.732,0.198
0.9911,0.018,0.689,0.293
0.6288,0.094,0.756,0.151
0.9829,0.0,0.719,0.281
0.9536,0.124,0.624,0.252
0.9806,0.031,0.733,0.236
0.9935,0.087,0.615,0.298
0.989,0.101,0.628,0.271
0.9901,0.0,0.66,0.34
0.9925,0.065,0.582,0.353
0.9957,0.053,0.696,0.251
0.9211,0.117,0.663,0.22
0.9953,0.053,0.63,0.317
0.9927,0.0,0.6,0.4
0.9849,0.043,0.766,0.19
0.9909,0.042,0.713,0.245
0.9761,0.017,0.747,0.236
0.9939,0.0,0.658,0.342
0.9905,0.01,0.673,0.316
0.9861,0.0,0.71,0.29
0.9862,0.085,0.63,0.284
0.9772,0.079,0.646,0.275
0.9861,0.0,0.721,0.279
0.9421,0.109,0.71,0.181
0.9936,0.09,0.647,0.264
0.9246,0.067,0.761,0.172
0.9874,0.071,0.65,0.279
0.6486,0.094,0.782,0.124
0.9977,0.034,0.622,0.344
0.9732,0.022,0.785,0.193
0.9942,0.044,0.643,0.314
0.9978,0.019,0.596,0.385
0.9767,0.056,0.635,0.309
0.9959,0.08,0.568,0.352
0.9842,0.082,0.655,0.263
0.9908,0.035,0.647,0.318
0.9921,0.065,0.612,0.323
0.9866,0.02,0.632,0.348
0.9909,0.018,0.677,0.304
0.9913,0.032,0.726,0.241
0.9907,0.035,0.731,0.234
0.9894,0.047,0.616,0.336
0.9628,0.064,0.7,0.237
0.977,0.116,0.618,0.266
0.9896,0.081,0.586,0.333
0.9929,0.05,0.64,0.31
0.7579,0.054,0.833,0.113
0.6868,0.153,0.652,0.194
0.9853,0.01,0.823,0.167
0.9878,0.091,0.666,0.244
0.9941,0.021,0.67,0.308
0.9968,0.064,0.637,0.3
0.9753,0.04,0.737,0.223
0.7321,0.103,0.767,0.13
0.9868,0.081,0.658,0.261
0.3804,0.178,0.628,0.194
0.9208,0.055,0.778,0.167
0.9908,0.0,0.65,0.35
0.9886,0.09,0.591,0.319
0.9963,0.019,0.713,0.268
0.9931,0.046,0.699,0.254
0.9944,0.048,0.587,0.365
0.994,0.069,0.582,0.35
0.9756,0.0,0.83,0.17
0.9424,0.119,0.674,0.208
0.9918,0.037,0.606,0.357
0.9985,0.008,0.604,0.387
0.9926,0.053,0.562,0.385
0.8658,0.086,0.768,0.146
0.9747,0.052,0.701,0.247
0.9451,0.024,0.78,0.196
0.9946,0.066,0.509,0.426
0.9738,0.066,0.759,0.175
-0.1749,0.134,0.736,0.129
0.9938,0.025,0.658,0.316
0.957,0.028,0.765,0.207
0.9761,0.041,0.707,0.252
0.9874,0.084,0.601,0.315
0.9678,0.129,0.636,0.234
0.9769,0.0,0.8,0.2
0.9933,0.047,0.557,0.396
0.9758,0.017,0.745,0.238
0.9776,0.1,0.653,0.246
0.9903,0.031,0.596,0.373
0.9904,0.045,0.669,0.286
0.9887,0.017,0.753,0.23
0.9891,0.078,0.596,0.326
0.9538,0.102,0.647,0.251
0.9187,0.111,0.683,0.206
0.9783,0.015,0.771,0.214
0.9818,0.047,0.685,0.268
0.9858,0.061,0.68,0.259
0.9897,0.0,0.783,0.217
0.9969,0.056,0.568,0.375
0.9882,0.046,0.643,0.312
0.9894,0.009,0.745,0.246
0.993,0.0,0.624,0.376
0.9825,0.075,0.609,0.316
0.9622,0.122,0.614,0.264
0.9826,0.074,0.68,0.246
0.9973,0.015,0.548,0.437
0.9911,0.046,0.676,0.278
0.9876,0.056,0.638,0.306
0.9894,0.015,0.668,0.317
0.9792,0.0,0.767,0.233
0.9776,0.03,0.768,0.202
0.9834,0.03,0.721,0.249
0.8942,0.0,0.877,0.123
0.988,0.046,0.67,0.284
0.992,0.044,0.742,0.213
0.995,0.02,0.675,0.305
0.997,0.014,0.487,0.499
0.9923,0.082,0.557,0.361
0.9873,0.011,0.713,0.276
0.989,0.033,0.727,0.24
0.9941,0.022,0.671,0.307
0.6369,0.083,0.806,0.112
0.9937,0.036,0.694,0.27
0.9814,0.042,0.657,0.3
0.993,0.038,0.55,0.412
0.9891,0.019,0.659,0.322
0.9872,0.032,0.709,0.258
0.5114,0.089,0.82,0.091
0.9966,0.07,0.661,0.269
0.9867,0.033,0.702,0.264
0.9868,0.024,0.75,0.227
0.9956,0.0,0.649,0.351
0.9768,0.076,0.703,0.221
0.7975,0.076,0.789,0.136
0.9945,0.04,0.6,0.36
0.9867,0.033,0.706,0.261
0.988,0.0,0.769,0.231
0.9686,0.051,0.778,0.171
0.9465,0.127,0.593,0.279
0.9876,0.048,0.608,0.344
0.9841,0.024,0.751,0.225
0.9814,0.012,0.8,0.188
0.985,0.016,0.708,0.275
0.9868,0.0,0.707,0.293
0.9679,0.117,0.646,0.236
0.995,0.056,0.594,0.349
0.9987,0.04,0.565,0.395
0.9662,0.022,0.735,0.243
0.9827,0.053,0.703,0.244
0.9898,0.04,0.686,0.274
0.9965,0.021,0.654,0.326
0.9887,0.042,0.658,0.3
0.9982,0.072,0.49,0.438
0.9498,0.112,0.683,0.205
0.9576,0.059,0.738,0.204
0.9969,0.036,0.57,0.394
0.9855,0.039,0.713,0.248
0.9246,0.091,0.704,0.206
0.9934,0.063,0.569,0.368
0.9881,0.047,0.713,0.24
0.9913,0.032,0.578,0.39
0.9946,0.044,0.533,0.424
0.9652,0.01,0.821,0.169
0.9828,0.065,0.65,0.286
0.9559,0.074,0.722,0.205
0.9863,0.116,0.597,0.288
0.91,0.121,0.671,0.208
0.9926,0.055,0.602,0.342
0.9791,0.085,0.723,0.192
0.9978,0.049,0.522,0.429
0.9014,0.11,0.709,0.181
0.9961,0.013,0.578,0.409
0.9758,0.036,0.762,0.203
0.9979,0.051,0.619,0.33
0.9921,0.01,0.663,0.328
0.9962,0.057,0.583,0.36
0.998,0.019,0.655,0.326
0.9974,0.009,0.653,0.338
0.9805,0.085,0.63,0.285
0.9921,0.028,0.646,0.327
0.8941,0.117,0.689,0.194
0.9901,0.06,0.641,0.298
0.9918,0.091,0.617,0.292
0.9978,0.013,0.61,0.377
0.9947,0.025,0.624,0.351
0.9899,0.062,0.634,0.304
0.9893,0.01,0.682,0.308
0.9883,0.044,0.733,0.223
0.9917,0.0,0.665,0.335
0.936,0.081,0.724,0.195
0.9907,0.074,0.567,0.359
0.9696,0.097,0.656,0.247
0.9962,0.061,0.621,0.319
0.9975,0.006,0.595,0.399
0.984,0.067,0.673,0.26
0.9947,0.073,0.589,0.337
0.9962,0.018,0.7,0.282
0.9905,0.05,0.638,0.312
0.9763,0.023,0.739,0.238
0.9955,0.028,0.682,0.29
0.9975,0.018,0.453,0.529
0.9694,0.055,0.722,0.223
0.9401,0.042,0.771,0.187
0.9897,0.054,0.636,0.31
0.9833,0.069,0.68,0.251
0.9837,0.072,0.671,0.257
0.9955,0.015,0.566,0.419
0.9817,0.034,0.827,0.139
0.9871,0.008,0.74,0.252
0.9937,0.053,0.66,0.288
0.8263,0.081,0.765,0.154
0.9287,0.064,0.798,0.138
0.9501,0.036,0.785,0.18
0.9633,0.098,0.626,0.276
0.9821,0.027,0.78,0.192
0.9067,0.137,0.637,0.227
0.9874,0.114,0.551,0.335
0.9845,0.083,0.646,0.271
0.9899,0.026,0.705,0.269
0.9929,0.029,0.607,0.364
0.9913,0.024,0.614,0.361
0.9805,0.031,0.736,0.233
0.9661,0.09,0.657,0.252
0.9934,0.0,0.678,0.322
0.9783,0.028,0.786,0.186
0.997,0.035,0.557,0.408
0.9957,0.082,0.567,0.351
0.9973,0.048,0.599,0.353
0.9899,0.059,0.601,0.34
0.9964,0.027,0.566,0.406
0.9908,0.084,0.582,0.334
0.9862,0.031,0.695,0.274
0.9887,0.06,0.568,0.372
0.9349,0.068,0.769,0.163
0.9884,0.051,0.632,0.317
0.9631,0.096,0.681,0.223
0.9715,0.057,0.737,0.206
0.9896,0.028,0.662,0.311
0.9965,0.015,0.599,0.386
0.8834,0.0,0.89,0.11
0.994,0.0,0.648,0.352
0.7531,0.174,0.597,0.229
0.995,0.029,0.625,0.346
0.9963,0.036,0.655,0.309
0.9889,0.032,0.69,0.278
0.9553,0.046,0.763,0.191
0.9965,0.046,0.638,0.316
0.9943,0.048,0.596,0.357
0.886,0.099,0.724,0.177
0.8445,0.021,0.859,0.12
0.9942,0.087,0.589,0.324
0.8126,0.11,0.717,0.173
0.9952,0.0,0.555,0.445
0.9928,0.042,0.642,0.315
0.9855,0.009,0.703,0.288
0.9872,0.08,0.678,0.242
0.9826,0.033,0.718,0.249
0.9973,0.019,0.647,0.334
0.9907,0.05,0.663,0.287
0.9922,0.017,0.746,0.237
0.9941,0.058,0.683,0.26
0.991,0.045,0.67,0.284
0.9981,0.032,0.624,0.344
0.9929,0.0,0.611,0.389
0.9974,0.0,0.634,0.366
0.9694,0.054,0.75,0.196
0.9923,0.04,0.592,0.368
0.9913,0.013,0.704,0.283
0.9914,0.052,0.688,0.26
0.7506,0.032,0.886,0.082
0.9429,0.062,0.767,0.17
0.9885,0.095,0.572,0.332
0.9954,0.0,0.649,0.351
0.9682,0.101,0.607,0.293
0.9906,0.039,0.701,0.26
0.9825,0.03,0.76,0.21
0.9819,0.0,0.779,0.221
0.9786,0.048,0.699,0.252
0.9855,0.038,0.766,0.196
0.9805,0.037,0.707,0.256
0.9768,0.0,0.727,0.273
0.9939,0.057,0.629,0.314
0.9907,0.026,0.716,0.258
0.9828,0.0,0.729,0.271
0.9962,0.046,0.617,0.337
0.972,0.151,0.549,0.299
0.9944,0.059,0.622,0.319
0.9715,0.132,0.58,0.288
0.9923,0.078,0.653,0.268
0.9601,0.081,0.69,0.229
0.9873,0.093,0.617,0.29
0.9896,0.018,0.709,0.272
0.9803,0.025,0.716,0.258
0.9878,0.041,0.624,0.335
0.9054,0.161,0.612,0.227
0.9833,0.0,0.766,0.234
0.9915,0.044,0.754,0.202
0.998,0.032,0.593,0.375
0.9917,0.013,0.673,0.314
0.9894,0.041,0.654,0.304
0.9933,0.045,0.633,0.322
0.9922,0.009,0.743,0.248
0.9779,0.075,0.663,0.262
0.9867,0.04,0.658,0.302
0.91,0.112,0.688,0.2
0.8355,0.072,0.801,0.127
0.9413,0.075,0.726,0.198
0.9514,0.136,0.631,0.233
0.9876,0.027,0.646,0.326
0.9607,0.12,0.642,0.238
0.9759,0.042,0.715,0.243
0.9935,0.014,0.693,0.293
0.9944,0.014,0.69,0.295
0.9945,0.049,0.662,0.289
0.9813,0.032,0.734,0.233
0.9903,0.042,0.565,0.394
0.9843,0.078,0.654,0.267
0.9432,0.064,0.761,0.175
0.9946,0.02,0.544,0.435
0.9933,0.015,0.615,0.37
0.9826,0.018,0.706,0.276
0.9786,0.053,0.727,0.221
0.9698,0.0,0.85,0.15
0.9693,0.037,0.723,0.239
0.9894,0.03,0.663,0.307
0.9565,0.095,0.703,0.202
0.981,0.106,0.656,0.238
0.8198,0.125,0.679,0.196
0.984,0.049,0.666,0.285
0.9865,0.017,0.742,0.241
0.9285,0.048,0.816,0.136
0.991,0.044,0.622,0.334
0.9947,0.045,0.641,0.314
0.9549,0.061,0.718,0.221
0.9382,0.133,0.591,0.276
0.9908,0.069,0.627,0.305
0.9567,0.092,0.666,0.243
0.9709,0.043,0.713,0.245
0.9404,0.086,0.711,0.203
0.9674,0.0,0.786,0.214
0.9153,0.042,0.812,0.146
0.9797,0.017,0.762,0.221
0.985,0.009,0.799,0.193
0.9925,0.008,0.644,0.347
0.9882,0.073,0.599,0.327
0.9946,0.024,0.598,0.378
0.9958,0.015,0.542,0.444
0.9716,0.034,0.724,0.242
0.9955,0.064,0.574,0.361
0.9957,0.017,0.649,0.334
0.9947,0.027,0.564,0.409
0.9702,0.118,0.607,0.275
0.987,0.019,0.692,0.289
0.9896,0.021,0.694,0.284
0.9927,0.015,0.679,0.306
0.9915,0.03,0.702,0.268
0.9948,0.078,0.635,0.286
0.9812,0.053,0.682,0.265
0.9593,0.071,0.735,0.194
0.99,0.05,0.635,0.316
0.9947,0.059,0.615,0.326
0.9432,0.0,0.861,0.139
0.9969,0.0,0.634,0.366
0.9809,0.042,0.664,0.294
0.9926,0.017,0.649,0.334
0.9716,0.092,0.63,0.278
0.9936,0.043,0.575,0.382
0.9747,0.03,0.757,0.213
0.9538,0.095,0.663,0.242
0.9951,0.039,0.577,0.384
0.9325,0.068,0.786,0.146
0.9769,0.05,0.716,0.235
0.9929,0.044,0.71,0.246
0.8074,0.162,0.632,0.206
0.9657,0.051,0.781,0.168
0.9935,0.084,0.56,0.357
0.9933,0.01,0.762,0.228
0.995,0.01,0.687,0.303
0.9806,0.063,0.666,0.271
0.9825,0.047,0.658,0.294
0.9963,0.015,0.58,0.405
0.9935,0.031,0.698,0.271
0.9888,0.034,0.725,0.241
0.8494,0.136,0.669,0.195
0.9949,0.014,0.593,0.393
0.954,0.052,0.746,0.202
0.9938,0.012,0.588,0.399
0.9758,0.0,0.767,0.233
0.9783,0.049,0.723,0.228
0.9972,0.0,0.64,0.36
0.9984,0.027,0.624,0.349
0.9975,0.04,0.52,0.44
0.9958,0.035,0.67,0.295
0.9633,0.046,0.762,0.192
0.9953,0.023,0.635,0.342
0.9801,0.046,0.708,0.245
0.9862,0.038,0.727,0.235
0.9681,0.023,0.74,0.237
0.9982,0.035,0.466,0.499
0.9797,0.102,0.615,0.283
0.9725,0.034,0.753,0.214
0.9842,0.048,0.778,0.174
0.9948,0.056,0.692,0.252
0.9935,0.015,0.603,0.382
0.9943,0.073,0.626,0.301
0.9921,0.055,0.667,0.277
0.9886,0.114,0.557,0.328
0.9336,0.033,0.808,0.158
0.9928,0.009,0.658,0.333
0.9753,0.021,0.743,0.236
0.9849,0.045,0.696,0.258
0.985,0.068,0.665,0.267
0.9743,0.086,0.654,0.26
0.9833,0.04,0.728,0.232
0.9933,0.022,0.634,0.344
0.994,0.059,0.545,0.396
0.995,0.082,0.595,0.323
0.9944,0.015,0.618,0.367
0.9304,0.107,0.681,0.212
0.9596,0.054,0.731,0.215
0.984,0.039,0.685,0.277
0.9922,0.066,0.631,0.304
0.9922,0.046,0.61,0.344
0.9901,0.028,0.671,0.301
0.8491,0.108,0.729,0.163
0.9794,0.072,0.726,0.203
0.995,0.06,0.625,0.315
0.9967,0.0,0.582,0.418
0.9897,0.054,0.699,0.247
